Promoter,Longest_CREB1_NCSite,Longest_EGR1_NCSite,Contains_CREB1_PWM,Contains_EGR1_PWM
chr1:108231121-108233121,18.0,21.0,0,0
chr1:109849633-109851633,15.0,14.0,1,0
chr1:109654736-109656736,17.0,13.0,0,1
chr1:109584850-109586850,26.0,23.0,0,1
chr1:109417606-109419606,15.0,18.0,0,0
chr1:109287295-109289295,22.0,28.0,0,0
chr1:109584724-109586724,26.0,23.0,0,1
chr1:110750935-110752935,20.0,14.0,0,1
chr1:110228438-110230438,15.0,17.0,0,0
chr1:110879998-110881998,16.0,14.0,1,1
chr1:111682838-111684838,19.0,20.0,0,1
chr1:112106625-112108625,22.0,22.0,0,0
chr1:111682715-111684715,19.0,20.0,0,1
chr1:112531796-112533796,18.0,11.0,0,1
chr1:113161763-113163763,17.0,12.0,0,0
chr1:112936835-112938835,18.0,14.0,0,0
chr1:112532290-112534290,18.0,12.0,0,1
chr1:113162040-113164040,22.0,19.0,0,0
chr1:113613819-113615819,18.0,18.0,0,1
chr1:113931136-113933136,14.0,16.0,0,0
chr1:114696491-114698491,18.0,12.0,0,0
chr1:114695544-114697544,14.0,11.0,0,1
chr1:115212670-115214670,20.0,24.0,0,1
chr1:115053824-115055824,19.0,23.0,0,1
chr1:114696472-114698472,18.0,12.0,0,0
chr1:114430203-114432203,20.0,16.0,0,1
chr1:114695062-114697062,14.0,11.0,0,1
chr1:116311335-116313335,20.0,17.0,0,0
chr1:115632124-115634124,13.0,15.0,0,1
chr1:115395423-115397423,30.0,22.0,0,0
chr1:115395483-115397483,30.0,22.0,0,1
chr1:115632121-115634121,14.0,15.0,0,1
chr1:115880870-115882870,23.0,13.0,1,1
chr1:116913865-116915865,16.0,29.0,1,1
chr1:117295051-117297051,17.0,17.0,0,0
chr1:116517133-116519133,18.0,19.0,0,1
chr1:117210377-117212377,16.0,15.0,0,1
chr1:117210355-117212355,16.0,15.0,0,1
chr1:117753549-117755549,23.0,23.0,0,0
chr1:117542371-117544371,18.0,28.0,0,0
chr1:117746458-117748458,18.0,13.0,0,0
chr1:117753582-117755582,23.0,23.0,0,0
chr1:117908070-117910070,15.0,14.0,0,1
chr1:118727851-118729851,17.0,14.0,0,0
chr1:119683276-119685276,20.0,16.0,1,1
chr1:119909407-119911407,18.0,17.0,0,0
chr1:119683295-119685295,20.0,16.0,1,1
chr1:120837411-120839411,18.0,12.0,0,1
chr1:120837004-120839004,18.0,12.0,0,0
chr1:121105151-121107151,18.0,15.0,0,0
chr1:145207159-145209159,16.0,15.0,0,1
chr1:144994925-144996925,20.0,18.0,0,0
chr1:144995082-144997082,20.0,18.0,0,0
chr1:144997111-144999111,13.0,15.0,1,0
chr1:145039956-145041956,16.0,16.0,1,0
chr1:145076025-145078025,25.0,23.0,0,1
chr1:145207122-145209122,16.0,15.0,0,1
chr1:145207140-145209140,16.0,15.0,0,1
chr1:145207112-145209112,16.0,15.0,0,1
chr1:145609017-145611017,22.0,17.0,0,0
chr1:145094407-145096407,17.0,34.0,1,0
chr1:145475068-145477068,16.0,13.0,0,1
chr1:146642325-146644325,15.0,14.0,0,1
chr1:146371856-146373856,19.0,17.0,0,1
chr1:146697230-146699230,23.0,19.0,0,0
chr1:146696931-146698931,23.0,19.0,0,1
chr1:147398486-147400486,17.0,14.0,0,1
chr1:147398532-147400532,17.0,14.0,0,1
chr1:147011270-147013270,17.0,30.0,0,1
chr1:147624560-147626560,19.0,17.0,0,1
chr1:149551002-149553002,23.0,20.0,0,0
chr1:150457894-150459894,20.0,19.0,0,1
chr1:150334586-150336586,17.0,16.0,1,1
chr1:150037832-150039832,32.0,29.0,1,1
chr1:150602088-150604088,30.0,27.0,1,1
chr1:150738254-150740254,23.0,22.0,1,0
chr1:150037438-150039438,32.0,29.0,1,1
chr1:150857728-150859728,35.0,36.0,0,1
chr1:150602098-150604098,30.0,27.0,1,1
chr1:151510784-151512784,24.0,21.0,0,0
chr1:151252774-151254774,20.0,27.0,1,1
chr1:151431970-151433970,27.0,25.0,0,1
chr1:151798572-151800572,18.0,18.0,0,1
chr1:151251997-151253997,20.0,27.0,1,1
chr1:151804278-151806278,16.0,14.0,0,1
chr1:151582525-151584525,21.0,20.0,0,1
chr1:151414681-151416681,25.0,28.0,0,1
chr1:153604541-153606541,27.0,23.0,0,0
chr1:154127592-154129592,20.0,19.0,0,0
chr1:153604457-153606457,27.0,23.0,0,0
chr1:153895448-153897448,18.0,22.0,0,1
chr1:154840546-154842546,16.0,14.0,0,1
chr1:154375818-154377818,22.0,22.0,0,0
chr1:155049312-155051312,14.0,13.0,0,1
chr1:154842754-154844754,16.0,18.0,0,1
chr1:154842757-154844757,16.0,18.0,0,1
chr1:154928575-154930575,17.0,18.0,0,0
chr1:154832352-154834352,26.0,23.0,0,0
chr1:155577960-155579960,25.0,43.0,0,1
chr1:156093960-156095960,20.0,17.0,0,1
chr1:155578008-155580008,25.0,43.0,0,1
chr1:156082501-156084501,16.0,29.0,0,1
chr1:156050363-156052363,25.0,12.0,0,1
chr1:155827357-155829357,28.0,31.0,0,1
chr1:155532594-155534594,17.0,21.0,0,1
chr1:156735326-156737326,15.0,13.0,1,0
chr1:156888423-156890423,22.0,19.0,0,0
chr1:156542357-156544357,30.0,27.0,0,1
chr1:157811598-157813598,14.0,14.0,0,0
chr1:157567875-157569875,16.0,18.0,1,0
chr1:158977696-158979696,14.0,15.0,1,0
chr1:158967765-158969765,14.0,16.0,0,1
chr1:158976780-158978780,14.0,14.0,1,0
chr1:158656505-158658505,15.0,17.0,0,0
chr1:159915403-159917403,23.0,12.0,0,1
chr1:160158364-160160364,16.0,15.0,0,0
chr1:160313040-160315040,30.0,30.0,0,1
chr1:160039950-160041950,18.0,15.0,0,1
chr1:159768301-159770301,21.0,20.0,0,0
chr1:159770149-159772149,13.0,13.0,0,1
chr1:160832677-160834677,25.0,22.0,0,0
chr1:161087827-161089827,15.0,12.0,1,0
chr1:161734109-161736109,29.0,25.0,0,0
chr1:162037480-162039480,15.0,16.0,0,1
chr1:163291581-163293581,16.0,14.0,0,0
chr1:162598652-162600652,19.0,13.0,0,0
chr1:162599764-162601764,19.0,15.0,0,1
chr1:163289743-163291743,17.0,23.0,0,0
chr1:162600253-162602253,15.0,15.0,0,1
chr1:165414363-165416363,15.0,16.0,0,0
chr1:165325478-165327478,14.0,14.0,0,0
chr1:165414592-165416592,15.0,16.0,0,0
chr1:165325952-165327952,14.0,14.0,0,0
chr1:166136238-166138238,16.0,18.0,0,0
chr1:165794850-165796850,17.0,20.0,1,0
chr1:166135992-166137992,16.0,18.0,0,0
chr1:167597429-167599429,16.0,13.0,0,0
chr1:167188121-167190121,15.0,17.0,0,1
chr1:167188122-167190122,15.0,17.0,0,1
chr1:166942818-166944818,14.0,16.0,0,1
chr1:167597468-167599468,22.0,13.0,0,0
chr1:167296306-167298306,18.0,15.0,0,0
chr1:166956516-166958516,35.0,38.0,0,1
chr1:166956325-166958325,35.0,38.0,0,1
chr1:167903476-167905476,20.0,15.0,0,1
chr1:167903796-167905796,19.0,15.0,0,1
chr1:168146199-168148199,13.0,13.0,1,0
chr1:167906310-167908310,18.0,16.0,0,1
chr1:168698444-168700444,16.0,17.0,0,0
chr1:167906307-167908307,18.0,16.0,0,1
chr1:169335116-169337116,15.0,16.0,0,1
chr1:169073927-169075927,15.0,11.0,0,1
chr1:169335432-169337432,15.0,16.0,0,1
chr1:169337035-169339035,18.0,17.0,0,1
chr1:169337201-169339201,18.0,17.0,0,0
chr1:170043836-170045836,16.0,21.0,0,0
chr1:170038056-170040056,18.0,17.0,0,0
chr1:170631271-170633271,25.0,17.0,0,0
chr1:170043879-170045879,16.0,21.0,0,0
chr1:170113099-170115099,16.0,14.0,0,0
chr1:171152346-171154346,21.0,15.0,1,0
chr1:171281321-171283321,25.0,20.0,0,0
chr1:171711205-171713205,18.0,15.0,0,1
chr1:171152438-171154438,21.0,15.0,1,0
chr1:173962210-173964210,25.0,25.0,0,0
chr1:173791810-173793810,21.0,19.0,0,1
chr1:173991495-173993495,31.0,28.0,1,0
chr1:173572211-173574211,18.0,18.0,1,0
chr1:174126657-174128657,18.0,18.0,1,1
chr1:174766875-174768875,21.0,21.0,1,0
chr1:174841556-174843556,24.0,25.0,0,1
chr1:174668132-174670132,19.0,24.0,1,0
chr1:174667676-174669676,19.0,24.0,1,0
chr1:174242237-174244237,16.0,20.0,0,0
chr1:174842655-174844655,31.0,27.0,0,1
chr1:174841523-174843523,24.0,25.0,0,1
chr1:174967082-174969082,15.0,17.0,0,0
chr1:174126551-174128551,18.0,18.0,1,1
chr1:174966570-174968570,15.0,17.0,0,0
chr1:175712731-175714731,20.0,16.0,0,0
chr1:176430310-176432310,19.0,21.0,1,0
chr1:177133848-177135848,18.0,14.0,0,1
chr1:177134040-177136040,18.0,14.0,0,1
chr1:178007142-178009142,16.0,15.0,0,0
chr1:179198812-179200812,21.0,18.0,0,1
chr1:178692281-178694281,15.0,13.0,0,1
chr1:178992938-178994938,19.0,13.0,0,1
chr1:178308585-178310585,17.0,24.0,0,0
chr1:179198819-179200819,21.0,18.0,0,1
chr1:178993258-178995258,19.0,13.0,0,1
chr1:178993028-178995028,19.0,13.0,0,1
chr1:178692378-178694378,15.0,13.0,0,1
chr1:179846938-179848938,15.0,25.0,1,1
chr1:179333105-179335105,15.0,12.0,0,1
chr1:179921944-179923944,15.0,18.0,0,0
chr1:179558966-179560966,14.0,14.0,0,1
chr1:179558747-179560747,14.0,14.0,0,1
chr1:180197398-180199398,19.0,13.0,1,1
chr1:179697322-179699322,18.0,20.0,0,0
chr1:179694910-179696910,16.0,20.0,0,0
chr1:179837975-179839975,29.0,23.0,0,0
chr1:180599157-180601157,17.0,19.0,0,0
chr1:181000522-181002522,20.0,17.0,0,1
chr1:181001118-181003118,18.0,22.0,0,1
chr1:181450652-181452652,17.0,18.0,0,1
chr1:182806481-182808481,24.0,23.0,0,0
chr1:183387515-183389515,27.0,24.0,0,0
chr1:182990554-182992554,25.0,17.0,0,1
chr1:183274009-183276009,28.0,25.0,0,0
chr1:183772253-183774253,17.0,19.0,0,1
chr1:183603243-183605243,22.0,22.0,1,1
chr1:184018863-184020863,18.0,22.0,0,0
chr1:185124298-185126298,15.0,14.0,0,0
chr1:184723992-184725992,17.0,14.0,0,0
chr1:184943640-184945640,17.0,20.0,0,1
chr1:185124191-185126191,15.0,14.0,0,0
chr1:186342969-186344969,16.0,16.0,1,0
chr1:186342889-186344889,16.0,16.0,1,0
chr1:185701522-185703522,14.0,22.0,0,1
chr1:186796080-186798080,61.0,56.0,0,0
chr1:190445140-190447140,19.0,21.0,0,0
chr1:190446994-190448994,18.0,16.0,1,1
chr1:192125591-192127591,16.0,17.0,0,0
chr1:193075187-193077187,19.0,23.0,1,1
chr1:193075244-193077244,19.0,23.0,1,1
chr1:193074544-193076544,19.0,23.0,0,1
chr1:193089160-193091160,17.0,20.0,0,1
chr1:196577570-196579570,20.0,14.0,0,0
chr1:196855181-196857181,16.0,17.0,0,0
chr1:197744610-197746610,18.0,18.0,1,1
chr1:197235333-197237333,15.0,20.0,0,0
chr1:197235381-197237381,15.0,20.0,0,0
chr1:197168633-197170633,21.0,17.0,0,1
chr1:198606169-198608169,17.0,23.0,0,0
chr1:198606097-198608097,17.0,23.0,0,0
chr1:200009952-200011952,16.0,14.0,0,1
chr1:199994837-199996837,23.0,25.0,0,0
chr1:201081554-201083554,33.0,31.0,0,1
chr1:200706699-200708699,20.0,18.0,0,1
chr1:201157951-201159951,17.0,11.0,0,1
chr1:200589879-200591879,25.0,22.0,0,1
chr1:200587966-200589966,16.0,18.0,0,0
chr1:201465701-201467701,29.0,26.0,0,0
chr1:201476251-201478251,23.0,21.0,0,1
chr1:201475967-201477967,23.0,21.0,0,1
chr1:201977714-201979714,22.0,15.0,0,0
chr1:202170839-202172839,16.0,11.0,0,0
chr1:202113871-202115871,21.0,19.0,0,0
chr1:201615449-201617449,16.0,14.0,0,1
chr1:201707027-201709027,14.0,14.0,0,0
chr1:201796284-201798284,17.0,29.0,0,0
chr1:202113865-202115865,21.0,19.0,0,0
chr1:202778598-202780598,21.0,16.0,0,1
chr1:202993618-202995618,15.0,15.0,0,0
chr1:202429841-202431841,23.0,21.0,1,0
chr1:202777549-202779549,17.0,16.0,0,1
chr1:202679582-202681582,16.0,13.0,0,1
chr1:203762750-203764750,27.0,24.0,0,0
chr1:203593914-203595914,24.0,21.0,0,1
chr1:204329057-204331057,16.0,18.0,0,0
chr1:203593959-203595959,24.0,21.0,0,1
chr1:203595064-203597064,24.0,18.0,0,1
chr1:204040242-204042242,24.0,21.0,0,1
chr1:204795779-204797779,19.0,13.0,0,1
chr1:205391184-205393184,14.0,16.0,0,0
chr1:205180830-205182830,18.0,19.0,1,0
chr1:204654866-204656866,15.0,12.0,0,0
chr1:204837989-204839989,15.0,17.0,0,1
chr1:207095286-207097286,14.0,11.0,0,1
chr1:206678863-206680863,17.0,11.0,0,1
chr1:207226325-207228325,24.0,22.0,0,0
chr1:206942117-206944117,14.0,14.0,0,0
chr1:207667501-207669501,22.0,20.0,1,0
chr1:208417729-208419729,16.0,22.0,0,1
chr1:207816477-207818477,20.0,19.0,0,0
chr1:209979487-209981487,27.0,28.0,0,1
chr1:210109561-210111561,17.0,17.0,0,0
chr1:210109518-210111518,17.0,17.0,0,0
chr1:209979520-209981520,27.0,28.0,0,1
chr1:211307490-211309490,15.0,14.0,0,0
chr1:212209002-212211002,17.0,18.0,1,0
chr1:212004105-212006105,16.0,14.0,0,1
chr1:212208899-212210899,17.0,18.0,1,0
chr1:212456751-212458751,18.0,20.0,0,1
chr1:212003680-212005680,16.0,14.0,0,1
chr1:212003495-212005495,16.0,14.0,0,1
chr1:213222582-213224582,27.0,24.0,0,0
chr1:213222574-213224574,27.0,24.0,0,0
chr1:214724945-214726945,17.0,17.0,0,1
chr1:214159875-214161875,22.0,18.0,0,1
chr1:214159315-214161315,20.0,18.0,0,1
chr1:214774537-214776537,24.0,14.0,0,1
chr1:215738646-215740646,20.0,19.0,0,1
chr1:215254079-215256079,16.0,18.0,0,0
chr1:215176884-215178884,15.0,17.0,0,0
chr1:216896771-216898771,18.0,23.0,0,0
chr1:216896814-216898814,18.0,23.0,0,0
chr1:216978727-216980727,22.0,16.0,0,0
chr1:217804432-217806432,14.0,24.0,0,0
chr1:217802685-217804685,16.0,14.0,0,0
chr1:218456634-218458634,18.0,19.0,0,0
chr1:220699524-220701524,20.0,20.0,0,1
chr1:220699477-220701477,20.0,20.0,0,1
chr1:220445795-220447795,18.0,16.0,0,0
chr1:220958254-220960254,18.0,15.0,0,0
chr1:221915431-221917431,15.0,13.0,0,0
chr1:222789443-222791443,14.0,18.0,0,1
chr1:222986380-222988380,19.0,13.0,0,0
chr1:222815644-222817644,17.0,16.0,0,1
chr1:222789438-222791438,14.0,18.0,0,1
chr1:222986422-222988422,19.0,13.0,0,0
chr1:224033674-224035674,17.0,22.0,0,0
chr1:223537518-223539518,17.0,13.0,0,1
chr1:224033649-224035649,17.0,22.0,0,0
chr1:223853403-223855403,23.0,16.0,0,0
chr1:224620550-224622550,15.0,12.0,0,1
chr1:224802018-224804018,20.0,43.0,0,1
chr1:226374442-226376442,30.0,24.0,0,1
chr1:225963514-225965514,14.0,20.0,0,1
chr1:225840825-225842825,19.0,46.0,0,1
chr1:225963527-225965527,14.0,20.0,0,1
chr1:227506193-227508193,18.0,16.0,0,1
chr1:226734464-226736464,28.0,29.0,0,1
chr1:226926876-226928876,29.0,30.0,0,0
chr1:227125994-227127994,25.0,22.0,0,1
chr1:228393830-228395830,16.0,10.0,0,1
chr1:227920696-227922696,32.0,30.0,0,1
chr1:227914218-227916218,19.0,16.0,1,1
chr1:227749256-227751256,16.0,14.0,1,1
chr1:227921395-227923395,32.0,30.0,0,1
chr1:227913868-227915868,19.0,16.0,1,1
chr1:228192698-228194698,22.0,11.0,0,1
chr1:228393744-228395744,16.0,10.0,0,1
chr1:230191535-230193535,17.0,20.0,0,0
chr1:230200984-230202984,17.0,16.0,0,1
chr1:229759962-229761962,17.0,16.0,0,1
chr1:229759993-229761993,17.0,16.0,0,1
chr1:230562078-230564078,16.0,15.0,0,0
chr1:231114607-231116607,23.0,21.0,0,1
chr1:230776226-230778226,20.0,18.0,0,1
chr1:231296673-231298673,19.0,13.0,0,1
chr1:231473598-231475598,17.0,15.0,0,0
chr1:231760560-231762560,17.0,18.0,0,1
chr1:231760535-231762535,17.0,18.0,0,1
chr1:232766242-232768242,24.0,21.0,0,0
chr1:232765879-232767879,24.0,21.0,0,0
chr1:233431471-233433471,17.0,19.0,0,0
chr1:234347956-234349956,15.0,13.0,0,0
chr1:234038421-234040421,16.0,14.0,0,1
chr1:235813084-235815084,18.0,16.0,1,1
chr1:235814054-235816054,26.0,23.0,0,0
chr1:235813908-235815908,26.0,23.0,0,1
chr1:235528741-235530741,20.0,22.0,0,1
chr1:235528674-235530674,20.0,22.0,0,1
chr1:235667752-235669752,29.0,28.0,0,1
chr1:235491494-235493494,20.0,14.0,0,1
chr1:235292152-235294152,30.0,27.0,0,0
chr1:235490802-235492802,17.0,14.0,0,1
chr1:236767816-236769816,23.0,21.0,0,0
chr1:236555585-236557585,28.0,28.0,1,0
chr1:236556712-236558712,28.0,19.0,1,0
chr1:236684738-236686738,21.0,22.0,0,0
chr1:236303838-236305838,20.0,19.0,0,1
chr1:236228390-236230390,18.0,15.0,0,0
chr1:236679513-236681513,34.0,34.0,0,0
chr1:236685281-236687281,21.0,22.0,0,0
chr1:236684897-236686897,21.0,22.0,0,0
chr1:237203483-237205483,13.0,17.0,0,1
chr1:239547867-239549867,19.0,18.0,0,0
chr1:239790372-239792372,17.0,15.0,0,1
chr1:240253182-240255182,17.0,19.0,0,0
chr1:241813582-241815582,22.0,16.0,0,0
chr1:241693677-241695677,20.0,24.0,0,0
chr1:242612784-242614784,23.0,20.0,0,0
chr1:242612770-242614770,19.0,15.0,0,0
chr1:242687999-242689999,14.0,15.0,0,1
chr1:243418583-243420583,18.0,18.0,0,0
chr1:244014381-244016381,23.0,19.0,0,0
chr1:244006584-244008584,25.0,24.0,1,1
chr1:244013545-244015545,23.0,16.0,0,1
chr1:243417306-243419306,21.0,39.0,0,1
chr1:243417342-243419342,21.0,39.0,0,1
chr1:243418708-243420708,18.0,18.0,0,0
chr1:244006886-244008886,25.0,24.0,1,1
chr1:244622574-244624574,20.0,38.0,0,1
chr1:244615211-244617211,19.0,15.0,0,1
chr1:245131630-245133630,14.0,12.0,0,0
chr1:244622672-244624672,20.0,38.0,0,1
chr1:245131170-245133170,14.0,14.0,0,0
chr1:244814427-244816427,19.0,14.0,0,0
chr1:244615362-244617362,19.0,15.0,0,0
chr1:245131691-245133691,14.0,12.0,0,0
chr1:246151853-246153853,25.0,22.0,0,0
chr1:247335319-247337319,16.0,16.0,0,1
chr1:246727757-246729757,20.0,17.0,0,1
chr1:247095250-247097250,19.0,33.0,0,0
chr1:247242113-247244113,24.0,21.0,0,0
chr1:246727638-246729638,20.0,17.0,0,1
chr1:247094660-247096660,19.0,33.0,0,0
chr1:247335322-247337322,16.0,16.0,0,1
chr1:247577474-247579474,18.0,17.0,0,0
chr1:247679753-247681753,25.0,26.0,0,1
chr1:247668359-247670359,22.0,29.0,0,0
chr1:247668410-247670410,22.0,29.0,0,0
chr1:248098330-248100330,22.0,22.0,0,1
chr1:247710435-247712435,16.0,16.0,0,1
chr1:899861-901861,14.0,13.0,0,1
chr1:893963-895963,14.0,12.0,0,0
chr1:894636-896636,14.0,9.0,0,1
chr1:917473-919473,15.0,17.0,0,1
chr1:859110-861110,13.0,10.0,0,1
chr1:916553-918553,12.0,13.0,0,1
chr1:857302-859302,14.0,10.0,0,1
chr1:953499-955499,17.0,19.0,0,1
chr1:935477-937477,15.0,16.0,1,1
chr1:946876-948876,17.0,27.0,0,1
chr1:967372-969372,14.0,9.0,1,1
chr1:1009686-1011686,19.0,10.0,0,1
chr1:1167381-1169381,13.0,11.0,0,1
chr1:1165616-1167616,19.0,20.0,0,1
chr1:1141972-1143972,17.0,13.0,0,1
chr1:1149533-1151533,25.0,16.0,0,1
chr1:1113060-1115060,19.0,16.0,0,1
chr1:1107259-1109259,18.0,28.0,0,1
chr1:1284798-1286798,13.0,8.0,1,1
chr1:1310587-1312587,21.0,25.0,1,0
chr1:1241959-1243959,12.0,9.0,0,1
chr1:1260040-1262040,16.0,9.0,0,0
chr1:1260067-1262067,16.0,9.0,0,0
chr1:1264659-1266659,17.0,9.0,0,1
chr1:1293935-1295935,17.0,10.0,0,1
chr1:1209234-1211234,17.0,11.0,0,1
chr1:1243310-1245310,14.0,9.0,0,1
chr1:1213815-1215815,24.0,21.0,0,0
chr1:1293927-1295927,17.0,10.0,0,1
chr1:1294174-1296174,15.0,11.0,0,1
chr1:1297179-1299179,24.0,22.0,0,0
chr1:1298921-1300921,23.0,22.0,0,1
chr1:1258181-1260181,18.0,14.0,0,1
chr1:1241976-1243976,12.0,9.0,0,1
chr1:1356656-1358656,18.0,13.0,0,0
chr1:1334715-1336715,13.0,11.0,0,1
chr1:1333722-1335722,15.0,11.0,0,1
chr1:1356824-1358824,18.0,13.0,0,0
chr1:1369069-1371069,15.0,9.0,0,1
chr1:1383068-1385068,24.0,24.0,0,0
chr1:1405144-1407144,26.0,23.0,0,0
chr1:1411228-1413228,19.0,20.0,1,0
chr1:1342673-1344673,16.0,15.0,0,0
chr1:1334722-1336722,13.0,11.0,0,1
chr1:1445909-1447909,19.0,17.0,0,1
chr1:1565551-1567551,18.0,12.0,0,1
chr1:1548879-1550879,18.0,19.0,0,1
chr1:1535515-1537515,18.0,11.0,0,1
chr1:1476004-1478004,17.0,10.0,0,1
chr1:1445541-1447541,19.0,17.0,0,0
chr1:1510243-1512243,20.0,19.0,0,0
chr1:1548794-1550794,18.0,19.0,0,1
chr1:1549234-1551234,18.0,14.0,0,1
chr1:1655796-1657796,16.0,26.0,1,1
chr1:1677438-1679438,26.0,26.0,0,1
chr1:1690081-1692081,14.0,13.0,0,1
chr1:1624234-1626234,37.0,36.0,0,1
chr1:1822556-1824556,17.0,24.0,0,1
chr1:1822526-1824526,17.0,24.0,0,1
chr1:1935225-1937225,27.0,24.0,0,1
chr1:1844698-1846698,16.0,14.0,0,0
chr1:1948783-1950783,18.0,14.0,0,0
chr1:1850718-1852718,16.0,10.0,0,1
chr1:2126214-2128214,20.0,18.0,0,1
chr1:2139172-2141172,17.0,13.0,0,1
chr1:2126211-2128211,20.0,18.0,0,1
chr1:2144159-2146159,13.0,9.0,0,1
chr1:2344003-2346003,14.0,11.0,0,1
chr1:2321279-2323279,18.0,15.0,0,1
chr1:2322993-2324993,18.0,13.0,0,0
chr1:2345266-2347266,20.0,17.0,0,1
chr1:2461702-2463702,14.0,10.0,0,1
chr1:2396889-2398889,27.0,12.0,0,0
chr1:2405753-2407753,20.0,9.0,0,1
chr1:2405727-2407727,20.0,9.0,0,1
chr1:2458035-2460035,20.0,11.0,0,1
chr1:2516215-2518215,15.0,13.0,0,1
chr1:2564455-2566455,14.0,9.0,0,1
chr1:2936030-2938030,22.0,12.0,0,0
chr1:3369228-3371228,15.0,9.0,1,1
chr1:3612609-3614609,18.0,10.0,0,1
chr1:3605235-3607235,14.0,12.0,0,1
chr1:3567128-3569128,14.0,13.0,0,1
chr1:3567079-3569079,14.0,13.0,0,1
chr1:3566667-3568667,14.0,16.0,0,1
chr1:3539578-3541578,17.0,10.0,0,1
chr1:3687312-3689312,17.0,10.0,0,1
chr1:3773775-3775775,12.0,19.0,0,0
chr1:3713062-3715062,14.0,26.0,0,0
chr1:3816836-3818836,15.0,13.0,1,0
chr1:6259655-6261655,21.0,21.0,0,0
chr1:6240381-6242381,18.0,16.0,0,1
chr1:6264178-6266178,22.0,21.0,0,1
chr1:6302238-6304238,19.0,10.0,0,1
chr1:6418989-6420989,15.0,12.0,0,0
chr1:6321158-6323158,15.0,10.0,0,1
chr1:6420774-6422774,21.0,23.0,1,0
chr1:6526255-6528255,20.0,20.0,1,1
chr1:6482835-6484835,13.0,12.0,0,1
chr1:6526233-6528233,20.0,20.0,1,1
chr1:6546014-6548014,13.0,14.0,0,1
chr1:6550640-6552640,16.0,15.0,0,1
chr1:6545529-6547529,13.0,11.0,0,1
chr1:6479979-6481979,15.0,14.0,0,0
chr1:6551727-6553727,15.0,18.0,0,1
chr1:6662929-6664929,19.0,18.0,1,1
chr1:6638053-6640053,14.0,11.0,0,0
chr1:6614573-6616573,27.0,24.0,0,0
chr1:6613366-6615366,17.0,15.0,0,0
chr1:6671790-6673790,22.0,21.0,0,1
chr1:6683209-6685209,21.0,19.0,1,0
chr1:6761876-6763876,21.0,18.0,0,1
chr1:6682924-6684924,21.0,19.0,1,0
chr1:7829355-7831355,18.0,16.0,1,1
chr1:7762795-7764795,17.0,13.0,0,1
chr1:7738147-7740147,20.0,14.0,0,1
chr1:7913551-7915551,21.0,25.0,0,0
chr1:7913125-7915125,22.0,25.0,0,0
chr1:8019770-8021770,19.0,17.0,1,1
chr1:8019713-8021713,19.0,17.0,1,1
chr1:8086369-8088369,19.0,18.0,0,1
chr1:8483892-8485892,14.0,12.0,0,1
chr1:8938745-8940745,16.0,18.0,0,1
chr1:9003926-9005926,18.0,12.0,0,1
chr1:9129694-9131694,32.0,29.0,0,1
chr1:9132318-9134318,21.0,27.0,1,0
chr1:9350952-9352952,27.0,32.0,0,0
chr1:9646968-9648968,21.0,20.0,1,1
chr1:9597523-9599523,18.0,31.0,0,0
chr1:9709788-9711788,16.0,19.0,0,1
chr1:9749524-9751524,18.0,12.0,0,1
chr1:9747601-9749601,20.0,15.0,0,1
chr1:10001532-10003532,25.0,19.0,0,1
chr1:10003449-10005449,14.0,21.0,0,1
chr1:10000980-10002980,25.0,19.0,0,1
chr1:10055285-10057285,21.0,22.0,0,0
chr1:10457120-10459120,15.0,17.0,0,1
chr1:10488489-10490489,15.0,19.0,0,1
chr1:10488806-10490806,15.0,19.0,0,1
chr1:10508087-10510087,14.0,12.0,0,1
chr1:10532586-10534586,15.0,18.0,0,1
chr1:11070710-11072710,23.0,21.0,1,1
chr1:11107296-11109296,28.0,31.0,0,0
chr1:11120075-11122075,25.0,22.0,0,1
chr1:11247411-11249411,18.0,17.0,0,0
chr1:11331254-11333254,22.0,21.0,0,1
chr1:11537211-11539211,17.0,15.0,0,1
chr1:11714486-11716486,26.0,23.0,0,1
chr1:11712463-11714463,21.0,11.0,0,0
chr1:11712913-11714913,21.0,13.0,0,1
chr1:11722256-11724256,24.0,21.0,0,1
chr1:11751678-11753678,25.0,11.0,0,1
chr1:11741205-11743205,16.0,19.0,1,1
chr1:11712933-11714933,21.0,13.0,0,1
chr1:11749766-11751766,13.0,13.0,0,1
chr1:11866021-11868021,19.0,13.0,1,0
chr1:11863734-11865734,16.0,13.0,0,1
chr1:11919002-11921002,24.0,14.0,0,0
chr1:11907840-11909840,23.0,22.0,0,0
chr1:11864247-11866247,16.0,13.0,0,1
chr1:11820249-11822249,26.0,23.0,0,1
chr1:11992773-11994773,19.0,16.0,0,1
chr1:11986484-11988484,25.0,50.0,0,1
chr1:12077554-12079554,39.0,38.0,0,1
chr1:12225047-12227047,15.0,20.0,0,1
chr1:12656626-12658626,14.0,15.0,0,0
chr1:12678216-12680216,17.0,12.0,0,0
chr1:12676793-12678793,33.0,33.0,0,1
chr1:12831880-12833880,19.0,20.0,0,0
chr1:12774112-12776112,19.0,19.0,0,0
chr1:12804147-12806147,21.0,25.0,0,1
chr1:12946025-12948025,16.0,21.0,0,1
chr1:12891264-12893264,17.0,21.0,0,1
chr1:12908573-12910573,18.0,17.0,0,1
chr1:12914940-12916940,23.0,20.0,0,0
